2	6	38.631	9	18	19	30	39	56	59	76	87
4	6	38.177	10	18	27	30	44	52	59	74	87
1	6	37.293	10	18	28	30	39	51	59	77	88
5	6	34.305	10	18	25	34	39	53	59	76	87
3	6	33.305	9	18	20	34	39	53	59	77	87
6	6	33.305	10	18	22	34	39	53	59	77	88
890	3410	33.042	3	13	23	34	39	50	61	77	88
1406	3410	32.806	6	15	28	34	47	57	68	75	79
1656	3410	31.72	3	18	22	34	39	53	61	78	88
1230	3410	31.468	3	13	23	34	39	54	61	77	88
1846	3410	30.838	8	12	27	34	44	57	60	75	80
1715	3410	30.261	3	13	20	34	39	53	60	77	88
29	3410	29.808	6	15	22	38	42	49	60	72	82
3186	3410	27.537	2	15	22	32	39	49	65	76	80
2766	3410	27.292	3	15	20	32	39	50	60	76	82
1115	3410	26.564	9	14	27	30	44	49	63	76	82
2176	3410	25.851	10	17	25	30	47	53	59	69	80
1746	3410	25.8	3	15	22	36	39	50	61	76	82
608	3410	25.772	2	15	22	34	39	58	61	76	82
1009	3410	25.328	3	14	23	34	39	53	63	77	88
2232	3410	25.324	10	14	28	32	48	53	67	76	80
711	3410	25.291	3	17	19	34	39	52	60	75	82
162	3410	25.27	2	14	28	30	39	49	68	78	87
1657	3410	24.992	5	15	24	29	42	53	60	74	82
212	3410	24.943	2	16	22	32	39	54	65	78	88
1070	3410	24.81	5	17	26	32	42	52	63	76	80
914	3410	24.55	6	13	27	34	42	50	61	76	82
288	3410	24.417	2	11	28	30	39	52	68	77	80
1756	3410	24.328	3	14	20	34	39	53	60	77	88
2173	3410	24.319	7	13	20	30	44	52	60	70	80
617	3410	24.24	9	16	27	32	44	50	65	76	82
1764	3410	24.09	9	18	28	30	47	53	68	76	82
2793	3410	23.931	9	14	22	30	46	49	60	70	82
1167	3410	23.842	5	17	26	37	42	53	61	75	80
710	3410	23.838	3	15	25	32	40	54	63	76	82
219	3410	23.834	2	15	26	36	40	56	67	76	80
1199	3410	23.632	3	16	22	34	39	51	61	76	82
3330	3410	23.576	6	14	27	34	44	55	61	74	80
432	3410	23.575	3	13	28	37	39	53	68	77	87
2633	3410	23.56	9	14	27	29	46	52	63	76	80
831	3410	23.559	5	15	27	29	42	53	61	76	82
2890	3410	23.542	3	17	24	32	40	53	63	76	80
857	3410	23.507	5	15	22	29	42	53	60	72	82
2577	3410	23.507	5	15	22	29	42	53	60	72	82
331	3410	23.474	5	17	26	30	42	52	63	76	80
2504	3410	23.466	6	15	27	29	44	55	66	76	80
715	3410	23.423	2	14	22	36	39	56	63	76	80
154	3410	23.409	2	14	23	30	39	51	65	76	84
750	3410	23.337	5	13	20	34	42	53	60	71	82
782	3410	23.332	9	16	28	37	46	52	66	76	82
3082	3410	23.314	9	11	27	34	46	53	61	75	80
987	3410	23.268	2	14	22	37	40	54	61	74	80
2442	3410	23.229	8	15	27	29	44	53	60	74	80
2455	3410	23.187	2	12	25	34	39	53	67	76	82
1254	3410	23.175	10	17	28	34	47	54	60	71	80
940	3410	23.172	2	15	22	37	40	56	61	74	80
801	3410	23.134	3	14	25	37	40	53	63	76	82
1576	3410	23.068	6	15	25	32	44	56	60	72	80
578	3410	23.04	8	17	27	36	44	53	60	74	80
1951	3410	22.973	2	15	27	37	39	53	68	78	88
2452	3410	22.964	2	15	22	34	39	49	65	76	82
3335	3410	22.921	7	16	26	34	42	50	60	76	82
2894	3410	22.883	9	16	28	36	47	55	66	76	80
1286	3410	22.881	5	17	25	30	42	53	60	75	82
601	3410	22.821	2	15	20	32	39	53	61	75	80
2154	3410	22.758	8	17	24	32	44	53	60	71	80
2406	3410	22.713	2	16	22	34	39	50	63	78	88
1371	3410	22.711	9	14	28	34	47	50	60	76	82
2386	3410	22.663	6	15	27	36	44	56	63	75	80
136	3410	22.642	2	16	23	37	39	54	65	77	88
2677	3410	22.617	9	16	28	32	46	53	66	76	80
605	3410	22.581	2	14	20	34	40	54	61	73	80
2736	3410	22.581	2	14	20	34	40	54	61	73	80
1128	3410	22.558	4	14	24	37	40	51	61	76	82
3055	3410	22.548	2	15	23	34	40	55	65	75	80
2901	3410	22.539	9	16	25	34	44	50	60	72	82
482	3410	22.536	4	14	25	36	42	53	61	75	80
1258	3410	22.501	2	14	22	32	39	52	65	76	82
854	3410	22.45	3	14	25	30	40	53	65	76	80
1778	3410	22.445	5	16	24	37	42	53	60	74	80
2346	3410	22.363	9	15	26	36	44	50	60	73	82
730	3410	22.34	2	15	22	36	39	50	65	76	82
811	3410	22.285	9	15	27	36	44	50	60	74	82
3373	3410	22.228	3	15	20	34	39	51	60	76	82
2012	3410	22.221	3	13	28	34	39	54	68	77	87
2165	3410	22.211	7	16	26	34	42	50	60	75	82
91	3410	22.181	2	15	26	37	39	54	67	77	84
2270	3410	22.181	2	15	26	37	39	54	67	77	84
63	3410	22.177	2	15	19	34	39	57	60	76	86
1970	3410	22.173	7	12	27	34	44	53	60	74	80
1423	3410	22.16	3	17	28	32	39	51	68	77	87
2277	3410	22.142	4	15	27	30	42	57	66	76	80
1545	3410	22.111	10	15	28	34	48	52	67	76	82
1610	3410	22.1	10	15	27	32	47	53	60	69	80
1399	3410	22.092	9	12	27	34	46	53	61	75	80
2484	3410	22.065	2	15	20	32	39	55	60	75	82
540	3410	22.057	7	17	26	34	42	51	60	76	82
1490	3410	22.056	2	12	20	34	39	53	61	76	82
2519	3410	22.056	2	12	20	34	39	53	61	76	82
1578	3410	22.035	2	15	22	32	39	52	63	78	88
2903	3410	22.009	6	14	28	32	42	57	68	77	82
1811	3410	22.008	7	17	27	36	44	55	67	76	80
1351	3410	22.002	9	14	24	36	47	51	59	69	82
2799	3410	21.992	4	16	27	36	40	52	66	76	82
2822	3410	21.966	2	15	22	32	39	55	63	78	88
1116	3410	21.945	3	17	25	34	40	54	66	76	80
2104	3410	21.856	7	15	26	36	42	51	60	75	82
2150	3410	21.83	1	14	27	37	39	53	68	76	80
484	3410	21.788	3	15	22	34	39	50	61	76	82
1270	3410	21.788	3	15	22	34	39	50	61	76	82
1060	3410	21.763	8	14	27	34	44	57	67	76	82
78	3410	21.752	9	17	24	36	47	53	60	69	80
1369	3410	21.738	3	17	22	34	40	53	61	75	80
2606	3410	21.721	5	17	24	37	42	53	60	73	82
2806	3410	21.7	9	17	27	36	46	52	60	73	82
689	3410	21.686	3	17	24	34	39	53	65	76	82
2329	3410	21.668	8	17	26	37	44	53	60	73	80
1929	3410	21.631	5	14	19	30	42	52	60	70	80
2739	3410	21.616	4	17	26	34	42	55	61	75	80
1100	3410	21.611	5	17	23	30	42	53	60	73	80
1848	3410	21.599	9	17	23	34	47	56	60	69	80
526	3410	21.592	2	15	23	37	39	55	65	76	80
2475	3410	21.592	2	15	23	37	39	55	65	76	80
1809	3410	21.579	2	15	20	37	39	53	61	75	80
2018	3410	21.578	4	16	22	34	40	51	60	75	82
15	3410	21.558	10	14	27	34	48	54	60	69	80
23	3410	21.548	3	16	25	34	40	54	66	76	80
1461	3410	21.546	6	15	25	32	44	55	60	72	80
1233	3410	21.507	8	16	20	36	44	52	60	70	82
1898	3410	21.483	7	16	27	36	44	54	67	76	80
2721	3410	21.469	2	15	22	32	39	56	63	76	80
1502	3410	21.464	4	15	24	30	40	50	60	76	82
2186	3410	21.462	10	15	27	34	48	56	60	69	80
531	3410	21.454	1	14	20	34	39	53	63	76	80
142	3410	21.45	3	14	26	30	40	53	66	76	80
187	3410	21.443	4	17	23	34	40	52	60	75	82
1919	3410	21.436	2	16	24	34	39	56	65	76	84
1652	3410	21.423	4	15	24	32	40	52	60	76	82
2664	3410	21.391	9	15	28	32	47	52	60	73	82
1678	3410	21.365	4	14	26	37	40	51	63	76	82
3008	3410	21.329	3	17	22	34	40	53	60	75	82
400	3410	21.326	2	15	20	38	39	54	61	77	87
2875	3410	21.315	6	14	22	36	42	51	60	72	82
2116	3410	21.313	6	14	27	32	44	55	66	76	80
1927	3410	21.305	9	16	24	34	44	50	60	71	82
334	3410	21.305	8	14	26	30	46	52	60	71	80
1850	3410	21.302	3	17	27	32	40	52	68	76	80
2886	3410	21.26	2	15	24	36	39	53	67	76	82
1844	3410	21.258	9	14	28	32	46	53	66	76	80
3380	3410	21.235	9	15	27	30	44	50	61	76	82
3121	3410	21.232	2	13	28	37	39	53	68	77	80
364	3410	21.221	7	15	27	36	42	50	66	76	82
1055	3410	21.213	6	14	26	37	42	51	60	76	82
407	3410	21.213	3	16	20	30	40	52	60	73	80
1808	3410	21.208	5	14	20	32	42	53	60	71	82
3315	3410	21.202	9	16	28	34	47	56	60	73	80
549	3410	21.191	4	15	26	30	42	54	63	75	80
2647	3410	21.17	3	14	20	36	40	53	60	73	82
3393	3410	21.166	7	17	24	37	44	55	60	71	80
470	3410	21.162	5	15	24	30	42	52	60	74	82
781	3410	21.162	5	15	24	30	42	52	60	74	82
2520	3410	21.146	9	15	28	36	47	56	65	76	82
2125	3410	21.131	8	14	27	32	44	51	60	74	82
389	3410	21.12	6	15	27	30	44	56	63	75	80
2514	3410	21.106	2	17	24	34	39	53	65	77	88
1952	3410	21.088	9	14	26	36	46	54	60	71	80
1687	3410	21.088	9	15	27	34	47	56	60	70	79
1753	3410	21.086	10	15	28	36	48	53	68	76	80
485	3410	21.071	2	15	26	34	40	56	68	76	80
2031	3410	21.065	4	14	23	34	40	50	60	75	82
1852	3410	21.052	6	14	20	36	42	52	60	71	82
2492	3410	21.052	6	14	20	36	42	52	60	71	82
3388	3410	21.034	8	15	26	36	46	55	60	71	80
1842	3410	21.032	4	14	20	32	42	55	60	71	80
1575	3410	21.028	10	15	28	37	47	53	60	71	80
658	3410	21.024	2	17	26	30	39	53	68	77	88
2358	3410	21.007	6	16	24	36	42	53	60	73	82
1346	3410	20.985	9	13	27	34	46	53	60	72	80
822	3410	20.97	4	17	27	32	42	54	68	76	80
1273	3410	20.967	6	14	26	37	44	55	60	73	80
3184	3410	20.963	2	15	20	34	40	55	61	73	80
51	3410	20.95	7	16	26	34	42	51	60	75	82
2446	3410	20.95	7	16	26	34	42	51	60	75	82
3239	3410	20.928	2	15	24	30	40	55	66	76	80
1033	3410	20.918	4	15	25	37	40	52	61	76	82
2432	3410	20.911	5	14	22	30	42	52	60	72	80
1971	3410	20.898	9	15	27	36	47	57	60	70	82
204	3410	20.887	8	14	27	36	46	55	60	73	80
404	3410	20.884	7	16	20	32	44	54	60	70	80
2970	3410	20.878	10	15	28	32	48	53	68	76	80
2295	3410	20.875	2	15	24	34	39	56	67	76	80
1094	3410	20.871	2	15	22	32	39	51	61	76	82
2459	3410	20.835	2	14	22	34	40	55	61	74	80
916	3410	20.82	9	15	26	30	44	50	60	73	82
507	3410	20.819	9	16	27	34	44	50	63	76	82
3234	3410	20.812	8	15	26	32	44	52	60	73	80
256	3410	20.798	3	15	25	37	40	53	65	76	80
1949	3410	20.78	9	14	28	30	46	52	65	76	82
3208	3410	20.78	9	14	28	30	46	52	65	76	82
1120	3410	20.778	9	16	27	36	46	55	65	76	80
2512	3410	20.761	9	15	24	37	44	50	60	71	82
1237	3410	20.756	9	14	27	30	46	50	61	75	80
1448	3410	20.729	2	15	20	30	39	55	60	75	82
927	3410	20.726	8	15	27	36	46	55	63	75	80
2288	3410	20.724	2	15	22	37	39	55	65	78	88
2581	3410	20.714	3	16	28	30	39	53	68	77	84
2778	3410	20.71	2	16	24	34	39	53	65	77	88
64	3410	20.704	3	15	22	30	40	53	61	75	80
954	3410	20.702	9	17	20	34	44	50	60	70	82
703	3410	20.699	2	15	22	30	39	52	63	78	88
807	3410	20.699	8	15	25	36	44	53	60	72	80
181	3410	20.695	4	15	24	37	40	52	61	76	82
1991	3410	20.677	3	16	27	32	40	53	68	76	82
877	3410	20.657	10	15	28	30	47	53	60	75	82
1217	3410	20.657	10	15	28	30	47	53	60	75	82
323	3410	20.653	2	15	22	34	39	57	63	77	86
384	3410	20.65	6	15	26	30	44	56	60	73	80
3002	3410	20.64	5	17	22	34	42	54	60	71	80
1300	3410	20.631	2	15	22	32	39	53	63	78	88
1145	3410	20.62	2	15	23	30	39	56	65	77	85
1438	3410	20.619	2	17	24	34	39	54	66	76	84
889	3410	20.614	3	17	22	34	40	55	61	74	80
1632	3410	20.612	9	17	27	32	46	53	60	72	80
726	3410	20.611	2	15	22	34	40	56	61	74	80
